Spot ID,ET10 vs ST12,ET10 vs ET14,ET10 vs ET16,ET10 vs ET18,ET10 vs NB,ET10 vs 1w,ET10 vs 2w,ET10 vs 4w,ET 10 vs 8w,ET10 vs 14w,ET10 vs 22w,ET10 vs 42w,ET10 vs 75w,ET10 vs 100w,ET12 vs ET14,ET12 vs ET16,ET12 vs ET18,ET12 vs NB,ET12 vs 1w,ET12 vs 2w,ET12 vs 4w,ET 12 vs 8w,ET12 vs 14w,ET12 vs 22w,ET12 vs 42w,ET12 vs 75w,ET12 vs 100w,ET14 vs ET16,ET14 vs ET18,ET14 vs NB,ET14 vs 1w,ET14 vs 2w,ET14 vs 4w,ET 14 vs 8w,ET14 vs 14w,ET14 vs 22w,ET14 vs 42w,ET14 vs 75w,ET14 vs 100w,ET16 vs ET18,ET16 vs NB,ET16 vs 1w,ET16 vs 2w,ET16 vs 4w,ET 16 vs 8w,ET16 vs 14w,ET16 vs 22w,ET16 vs 42w,ET16 vs 75w,ET16 vs 100w,ET18 vs NB,ET18 vs 1w,ET18 vs 2w,ET18 vs 4w,ET 18 vs 8w,ET18 vs 14w,ET18 vs 22w,ET18 vs 42w,ET18 vs 75w,ET18 vs 100w,NB vs 1w,NB vs 2w,NB vs 4w,NB vs 8w,NB vs 14w,NB vs 22w,NB vs 42w,NB vs 75w,NB vs 100w,1w vs 2w,1w vs 4w,1w vs 8w,1w vs 14w,1w vs 22w,1w vs 42w,1w vs 75w,1w vs 100w,2w vs 4w,2w vs 8w,2w vs 14w,2w vs 22w,2w vs 42w,2w vs 75w,2w vs 100w,4w vs 8w,4w vs 14w,4w vs 22w,4w vs 42w,4w vs 75w,4w vs 100w,8w vs 14w,8w vs 22w,8w vs 42w,8w vs 75w,8w vs 100w,14w vs 22w,14w vs 42w,14w vs 75w,14w vs 100w,22w vs 42w,22w vs 75w,22w vs 100w,42w vs 75w,42w vs 100w,75w vs 100w
969,0.001 ,0.001 ,0.000 ,0.009 ,0.000 ,0.002 ,0.000 ,0.000 ,0.022 ,0.000 ,0.001 ,0.000 ,0.012 ,0.002 ,0.001 ,,0.006 ,0.001 ,,,0.000 ,0.005 ,0.001 ,0.000 ,0.000 ,,0.046 ,0.003 ,,,0.041 ,0.000 ,,0.001 ,,,0.000 ,,,0.043 ,0.006 ,0.032 ,,0.001 ,0.001 ,0.000 ,0.003 ,0.000 ,,,,,0.007 ,,0.013 ,,,0.003 ,,0.044 ,,0.001 ,0.042 ,0.001 ,,,0.000 ,,,,0.006 ,0.003 ,0.030 ,0.018 ,0.000 ,,,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,,,0.000 ,0.017 ,,0.000 ,0.008 ,0.006 ,0.000 ,0.001 ,0.000 ,0.024 ,0.004 ,,0.000 ,,,0.000 ,0.014 ,0.010 ,0.001 ,0.000 ,
971,,,0.006 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,,,0.001 ,0.000 ,0.006 ,0.000 ,0.000 ,0.001 ,0.000 ,0.002 ,0.002 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.002 ,0.000 ,0.001 ,0.000 ,0.002 ,0.000 ,0.000 ,0.004 ,0.002 ,0.000 ,0.000 ,0.017 ,,0.000 ,0.003 ,0.021 ,0.000 ,0.035 ,0.041 ,0.000 ,0.000 ,0.030 ,0.000 ,0.013 ,,0.000 ,,,0.001 ,0.000 ,0.000 ,0.019 ,0.002 ,0.000 ,,,0.000 ,0.001 ,0.002 ,0.000 ,0.011 ,0.000 ,0.000 ,0.000 ,0.000 ,,,,,,,0.001 ,,,0.021 ,0.014 ,0.039 ,0.011 ,0.011 ,,,,0.044 ,,0.018 ,
973,0.046 ,0.006 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.009 ,0.002 ,0.000 ,0.001 ,0.000 ,0.001 ,0.025 ,0.000 ,0.000 ,0.000 ,0.000 ,0.002 ,0.000 ,0.013 ,0.012 ,0.000 ,0.000 ,0.000 ,0.000 ,0.007 ,0.025 ,0.001 ,0.010 ,,0.008 ,0.004 ,,0.004 ,,0.000 ,,,0.005 ,,0.000 ,,0.000 ,0.006 ,,0.037 ,,0.011 ,,,0.001 ,,0.001 ,0.028 ,,,,0.034 ,,0.000 ,0.009 ,0.000 ,0.000 ,0.002 ,,0.001 ,,0.000 ,,0.000 ,0.007 ,,,,,0.000 ,0.000 ,,0.000 ,0.004 ,0.000 ,0.027 ,0.000 ,0.006 ,,0.049 ,,0.024 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.002 ,,0.000 ,,0.029 ,,0.032 ,0.005 ,,0.003 
974,0.034 ,,0.003 ,0.045 ,0.001 ,,0.000 ,0.007 ,0.000 ,0.002 ,0.002 ,0.003 ,0.000 ,0.000 ,,,,,0.009 ,0.000 ,0.000 ,0.000 ,0.008 ,0.000 ,0.000 ,0.000 ,0.000 ,0.006 ,,0.005 ,0.010 ,0.000 ,0.005 ,0.000 ,0.002 ,0.001 ,0.002 ,0.000 ,0.000 ,,,0.000 ,0.000 ,0.002 ,0.000 ,0.008 ,0.000 ,0.002 ,0.000 ,0.000 ,0.036 ,0.007 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.004 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.008 ,0.000 ,0.001 ,0.002 ,0.003 ,0.000 ,0.000 ,0.000 ,0.000 ,0.006 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.001 ,,0.037 ,,0.015 ,0.000 ,,0.009 ,0.001 ,0.001 ,0.000 ,0.001 ,0.000 ,0.000 ,0.011 ,0.002 ,0.002 ,0.005 ,,0.006 
987,0.031 ,,0.031 ,,0.000 ,0.000 ,0.004 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,,,0.001 ,,0.000 ,0.000 ,0.003 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.003 ,0.000 ,0.023 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.001 ,,0.000 ,0.000 ,0.004 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.004 ,,0.000 ,0.000 ,0.012 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.007 ,0.002 ,0.002 ,,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.027 ,0.000 ,0.000 ,0.000 ,0.000 ,0.043 ,0.002 ,0.017 ,0.001 ,0.004 ,0.008 ,0.003 ,0.004 ,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,,,,0.005 ,,
988,0.003 ,0.005 ,0.004 ,0.000 ,0.000 ,0.001 ,,0.001 ,0.000 ,0.001 ,0.003 ,0.003 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.045 ,0.017 ,0.023 ,0.002 ,0.011 ,0.001 ,0.002 ,,,0.017 ,0.000 ,,0.025 ,0.015 ,0.001 ,0.007 ,0.000 ,0.001 ,,,0.031 ,0.000 ,,,0.000 ,,0.007 ,0.043 ,,,,,,0.000 ,,,,,,,,0.001 ,,0.000 ,0.003 ,,,,0.022 ,0.000 ,0.000 ,0.000 ,0.001 ,0.001 ,0.000 ,0.000 ,0.001 ,0.009 ,,,,,,0.018 ,0.012 ,0.001 ,0.002 ,,,0.011 ,,,,,,,0.048 
993,0.013 ,0.003 ,0.003 ,0.003 ,0.000 ,0.000 ,0.000 ,0.000 ,0.003 ,0.029 ,,,0.000 ,0.012 ,,,,,,0.001 ,,,,0.005 ,0.046 ,,,,,0.007 ,,0.000 ,,,,0.002 ,0.017 ,,,,0.012 ,,0.000 ,,,,0.002 ,0.017 ,,,,,0.000 ,,,,0.001 ,0.014 ,,0.032 ,0.020 ,0.000 ,0.039 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.027 ,0.038 ,0.000 ,0.003 ,0.038 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.008 ,0.019 ,0.000 ,0.001 ,0.006 ,0.037 ,,0.002 ,0.048 ,,,0.012 ,,,,0.018 ,0.000 ,0.002 ,0.001 ,,
995,,0.010 ,0.000 ,0.002 ,0.000 ,0.001 ,0.000 ,0.007 ,0.002 ,0.003 ,0.001 ,0.012 ,0.000 ,,,0.000 ,,,,,,0.005 ,0.008 ,,,0.004 ,,0.005 ,,0.042 ,,,,0.001 ,0.001 ,,,,0.011 ,0.000 ,0.000 ,0.003 ,0.000 ,0.013 ,0.000 ,0.000 ,0.004 ,0.001 ,0.000 ,0.000 ,0.024 ,,,,0.000 ,0.000 ,,0.042 ,,0.001 ,0.000 ,0.018 ,0.007 ,0.000 ,0.000 ,0.000 ,,0.000 ,0.014 ,,,0.000 ,0.000 ,,0.002 ,,0.002 ,,0.000 ,0.000 ,,0.020 ,0.007 ,0.001 ,0.001 ,0.001 ,,0.038 ,,0.003 ,0.006 ,0.000 ,0.000 ,0.000 ,0.002 ,0.000 ,0.000 ,0.000 ,0.003 ,0.003 ,,0.002 ,0.001 ,,0.000 
1026,0.016 ,0.044 ,,,,0.002 ,0.000 ,0.008 ,0.000 ,0.000 ,,,0.000 ,0.012 ,,,,,,0.000 ,,0.044 ,0.017 ,0.015 ,,,,,,,0.004 ,0.000 ,0.022 ,0.000 ,0.000 ,,,0.000 ,,,,,0.000 ,,0.045 ,0.028 ,,,,,,,0.000 ,,,,0.047 ,,,,0.034 ,0.000 ,0.049 ,0.003 ,0.001 ,,,0.006 ,,0.000 ,,0.022 ,0.011 ,0.007 ,0.021 ,,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.032 ,0.015 ,,,,,0.001 ,0.002 ,0.002 ,0.003 ,0.001 ,0.002 ,0.001 ,0.001 ,,0.000 ,0.010 ,0.003 ,,
1027,,0.041 ,,0.017 ,,,0.000 ,0.034 ,,0.021 ,0.004 ,0.001 ,0.000 ,,,,,0.001 ,0.013 ,0.000 ,0.001 ,0.009 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.001 ,0.001 ,0.000 ,0.003 ,0.001 ,0.003 ,0.000 ,0.000 ,0.000 ,0.006 ,0.032 ,,,0.000 ,0.047 ,,0.028 ,0.007 ,0.001 ,0.001 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,,0.000 ,0.023 ,,0.007 ,0.001 ,0.000 ,0.000 ,,0.000 ,,,0.027 ,0.002 ,0.000 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,,0.012 ,,,0.038 ,0.003 ,0.000 ,0.000 ,,,0.036 ,,,0.023 ,0.003 ,,0.000 ,0.006 ,
1060,0.003 ,0.046 ,,0.029 ,,,,,,,,,,,0.038 ,0.001 ,,0.001 ,,0.006 ,0.014 ,0.007 ,0.005 ,0.001 ,0.004 ,0.005 ,,0.002 ,,0.002 ,,0.012 ,,,,0.002 ,0.032 ,,,0.001 ,,,,,0.013 ,,,0.045 ,0.044 ,,0.000 ,,0.008 ,,0.013 ,0.029 ,0.001 ,0.010 ,0.044 ,,,,,0.007 ,,,0.023 ,0.030 ,,,,,,,,,,,0.040 ,,,,,,,,,,,,,0.007 ,,,,,,,,0.024 ,0.030 ,,,,
1060,,,,,,,,0.019 ,0.009 ,0.012 ,,,,,,,0.025 ,0.000 ,0.045 ,,0.000 ,0.000 ,0.000 ,,0.005 ,,,,,0.005 ,,,0.011 ,0.004 ,0.003 ,,0.015 ,,,,0.046 ,,,0.015 ,0.006 ,0.007 ,,,,,,,,0.003 ,0.001 ,0.003 ,,,,,,0.008 ,0.005 ,0.002 ,0.006 ,0.031 ,,,,,0.031 ,0.017 ,0.039 ,,,,,0.000 ,0.000 ,0.000 ,,,,,,,0.014 ,0.020 ,,,,0.006 ,0.008 ,,,0.005 ,0.010 ,,,,,,,,
1061,,,0.017 ,,0.008 ,0.039 ,,0.000 ,0.000 ,0.000 ,0.003 ,0.000 ,,,,0.002 ,,0.001 ,0.008 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,,,,,,0.023 ,0.026 ,0.018 ,,0.041 ,,,,,,0.003 ,0.007 ,0.007 ,0.004 ,,0.016 ,0.014 ,,0.028 ,,,0.000 ,0.000 ,0.000 ,0.014 ,0.001 ,,,,0.002 ,0.002 ,0.003 ,0.001 ,,0.008 ,0.006 ,,0.018 ,0.004 ,0.004 ,0.003 ,,0.008 ,,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,,,0.007 ,,0.000 ,0.012 ,,0.007 ,,0.000 ,0.018 ,0.004 ,0.015 ,0.000 ,0.008 ,0.019 ,0.002 ,,0.000 ,0.038 ,
1071,0.029 ,0.012 ,0.000 ,,0.005 ,0.000 ,,0.000 ,0.009 ,0.009 ,0.007 ,0.001 ,0.001 ,0.000 ,,0.000 ,,0.025 ,0.000 ,0.027 ,0.000 ,,0.001 ,0.003 ,0.023 ,0.000 ,0.000 ,0.000 ,,0.036 ,0.000 ,0.025 ,0.000 ,,0.000 ,0.016 ,0.005 ,0.004 ,0.000 ,,0.007 ,0.001 ,0.000 ,0.001 ,0.001 ,0.000 ,,0.007 ,,0.004 ,,0.000 ,,0.001 ,,0.016 ,,,0.040 ,0.000 ,0.000 ,0.005 ,0.000 ,,0.001 ,,,0.012 ,0.000 ,0.000 ,0.014 ,0.000 ,0.000 ,0.002 ,0.000 ,0.000 ,0.000 ,0.000 ,0.014 ,0.026 ,0.007 ,0.002 ,0.001 ,0.000 ,0.000 ,0.000 ,0.004 ,0.000 ,0.005 ,0.003 ,0.001 ,0.032 ,0.035 ,0.008 ,0.000 ,0.003 ,0.000 ,0.000 ,0.000 ,,,0.001 ,0.047 ,0.000 ,0.005 
1077,,,,,,,,0.001 ,,0.000 ,0.000 ,0.001 ,0.000 ,,,,,,,,0.027 ,,,0.004 ,0.001 ,0.000 ,,,,,,,0.017 ,,0.020 ,0.005 ,0.005 ,0.001 ,,,,,,,,,0.036 ,0.022 ,0.009 ,,,,,,,,,,,,,,0.001 ,,0.001 ,0.000 ,0.000 ,0.000 ,,,,,,0.014 ,0.010 ,0.004 ,,,,,,0.024 ,0.013 ,,,,,,,,,,,,,0.030 ,0.021 ,0.048 ,,,,,,,
1079,,,,,0.031 ,0.003 ,,0.023 ,0.005 ,0.001 ,0.003 ,0.006 ,0.004 ,,,,0.011 ,0.031 ,0.002 ,,0.001 ,0.000 ,0.000 ,0.001 ,0.000 ,0.000 ,0.007 ,,,,0.041 ,,0.035 ,0.010 ,0.011 ,0.039 ,0.011 ,0.005 ,,,,0.005 ,,0.028 ,0.006 ,0.001 ,0.005 ,0.007 ,0.005 ,,,,0.027 ,,,,,,,,,,0.033 ,0.005 ,0.028 ,,0.005 ,0.002 ,0.031 ,,,0.031 ,,,0.033 ,0.023 ,,0.037 ,0.010 ,,,0.009 ,0.001 ,0.013 ,,,,,,,,0.032 ,,,,,,,,0.034 ,0.024 ,,,,
1083,,,,,0.004 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.003 ,0.001 ,0.032 ,,0.040 ,,0.001 ,0.000 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.004 ,,,0.010 ,0.000 ,,0.000 ,0.001 ,0.000 ,0.000 ,0.005 ,0.001 ,0.048 ,,,0.004 ,,0.006 ,0.008 ,0.010 ,0.012 ,0.040 ,0.013 ,,,0.014 ,,0.013 ,0.016 ,0.024 ,0.033 ,0.044 ,0.005 ,0.032 ,0.001 ,,0.001 ,0.002 ,0.003 ,0.005 ,0.023 ,0.007 ,,,,,,0.008 ,,,,,,,,,,,,,0.045 ,,,,,,,,,,,,,,,,,,
1088,0.009 ,0.022 ,,,,,,,,0.001 ,0.021 ,,,,,,0.001 ,0.002 ,0.001 ,0.000 ,0.033 ,0.002 ,0.000 ,,0.040 ,0.001 ,0.001 ,,0.035 ,,0.002 ,0.013 ,,0.003 ,0.001 ,,,0.004 ,,,,0.012 ,0.027 ,,0.024 ,0.001 ,,,,,,0.013 ,0.015 ,,,0.000 ,0.028 ,,,,0.025 ,0.017 ,,,0.000 ,,,,,,0.044 ,,0.002 ,0.002 ,0.007 ,0.002 ,,0.048 ,,0.000 ,0.012 ,0.029 ,0.011 ,0.024 ,,0.001 ,,,,,0.001 ,0.003 ,0.014 ,0.012 ,,0.001 ,0.001 ,0.000 ,0.000 ,,0.003 ,,,,
1089,0.029 ,0.001 ,,,0.009 ,0.003 ,0.000 ,,,0.000 ,,,0.029 ,,,,0.006 ,0.000 ,0.001 ,0.000 ,0.017 ,0.004 ,0.000 ,0.025 ,0.014 ,0.001 ,0.000 ,,0.028 ,0.000 ,0.000 ,0.000 ,0.015 ,0.005 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,,0.002 ,0.007 ,0.000 ,,0.038 ,0.000 ,,,0.004 ,0.005 ,,,0.000 ,,,0.000 ,,,,,,0.000 ,,,0.000 ,0.011 ,0.021 ,0.004 ,0.000 ,0.001 ,,,0.000 ,0.004 ,0.005 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.000 ,,,,,0.000 ,,,,0.029 ,0.000 ,0.000 ,0.000 ,0.000 ,,,,,,
1090,,0.010 ,0.010 ,0.004 ,0.020 ,0.020 ,,,,,0.003 ,0.003 ,,0.012 ,0.045 ,,0.007 ,,,,,,,0.018 ,0.009 ,,0.008 ,0.001 ,0.000 ,0.000 ,0.001 ,0.002 ,0.013 ,0.010 ,0.014 ,0.000 ,0.001 ,0.005 ,,,,,,0.007 ,0.004 ,0.002 ,,,0.002 ,0.000 ,0.034 ,,,0.003 ,0.002 ,0.001 ,,,0.000 ,0.000 ,,,0.011 ,0.006 ,0.003 ,0.019 ,0.008 ,0.003 ,0.000 ,,0.012 ,0.006 ,0.003 ,0.036 ,0.024 ,0.006 ,0.000 ,,,0.032 ,,0.029 ,0.019 ,0.000 ,,,0.002 ,0.002 ,,0.021 ,,0.001 ,0.002 ,,0.026 ,0.001 ,0.001 ,,,,0.000 ,0.000 ,0.000 ,0.000 ,0.004 
1091,,0.000 ,0.044 ,,,,0.018 ,0.002 ,0.000 ,,,0.000 ,0.002 ,0.001 ,,,,,,0.001 ,0.002 ,0.000 ,,0.042 ,0.004 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.002 ,0.000 ,0.000 ,0.003 ,0.003 ,0.000 ,0.007 ,0.000 ,,0.042 ,,0.042 ,0.007 ,0.000 ,0.013 ,,0.003 ,0.000 ,0.026 ,,,0.002 ,0.000 ,0.000 ,,,0.000 ,0.000 ,0.000 ,,0.001 ,0.000 ,0.000 ,,0.031 ,0.000 ,0.001 ,0.000 ,0.025 ,0.002 ,0.000 ,0.024 ,,0.000 ,0.000 ,0.004 ,,,0.010 ,,,0.000 ,0.016 ,0.026 ,0.001 ,,,0.000 ,,0.000 ,0.007 ,0.001 ,0.000 ,0.001 ,0.036 ,0.000 ,0.039 ,0.000 ,,0.001 ,,0.000 ,,0.000 
1107,,0.022 ,0.000 ,0.020 ,0.017 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.029 ,0.003 ,0.008 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.002 ,0.005 ,0.000 ,,0.000 ,0.012 ,0.008 ,0.001 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,,0.018 ,0.000 ,0.000 ,0.000 ,0.000 ,0.006 ,0.038 ,0.001 ,,,,0.001 ,,,,,,,,,0.000 ,0.039 ,,0.027 ,,,0.013 ,,0.000 ,,,0.044 ,,,,,0.001 ,0.001 ,0.002 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.000 ,0.000 ,,,,0.002 ,0.001 ,,,0.000 ,0.000 ,,0.041 ,,0.006 ,,0.003 ,,0.011 
1115,,,0.000 ,,0.002 ,0.000 ,0.000 ,0.042 ,0.005 ,0.016 ,,,0.028 ,,,0.000 ,,0.000 ,0.000 ,0.000 ,0.005 ,0.000 ,0.004 ,,,,0.013 ,0.000 ,,0.001 ,0.000 ,0.000 ,0.032 ,0.004 ,0.010 ,0.044 ,0.005 ,0.003 ,,0.013 ,,0.000 ,,,,,0.000 ,0.000 ,0.000 ,0.000 ,0.004 ,0.000 ,0.000 ,,0.025 ,,,,,0.004 ,0.026 ,,,,,0.003 ,0.002 ,0.000 ,0.000 ,0.021 ,0.036 ,0.010 ,0.002 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.012 ,0.000 ,0.000 ,0.000 ,0.000 ,,,,0.048 ,0.007 ,0.000 ,,0.008 ,0.006 ,0.000 ,0.000 ,0.026 ,0.019 ,0.003 ,0.000 ,,,0.021 ,,0.036 ,0.000 
1120,,0.028 ,0.035 ,,,,,,,0.019 ,,,,0.003 ,,,,,,,,,,,,,0.007 ,,,0.047 ,,,0.011 ,0.005 ,0.001 ,0.004 ,0.006 ,,0.000 ,,,,,0.013 ,0.005 ,0.001 ,0.003 ,0.004 ,,0.000 ,,,,0.020 ,0.015 ,0.005 ,0.023 ,0.032 ,,0.000 ,,,,0.039 ,0.006 ,,,,0.000 ,,,,,,,,0.006 ,,,,,,,0.022 ,,,,,,,,,,,,0.020 ,0.011 ,,,,,0.015 ,,0.007 ,0.029 
1130,,0.001 ,0.005 ,,0.007 ,0.026 ,,,,,,,0.000 ,,0.002 ,0.015 ,,,,0.005 ,0.042 ,,,,,0.000 ,0.000 ,,0.006 ,0.002 ,0.019 ,0.000 ,0.001 ,0.018 ,0.031 ,0.001 ,0.001 ,0.000 ,0.000 ,0.025 ,0.027 ,,0.001 ,0.003 ,0.039 ,,0.005 ,0.006 ,0.000 ,0.000 ,,,0.041 ,,,,,,0.000 ,0.007 ,,0.002 ,0.002 ,,,0.006 ,0.015 ,0.000 ,0.000 ,0.010 ,0.011 ,,,0.024 ,0.041 ,0.000 ,0.002 ,,,,,,0.004 ,,,,,0.024 ,0.000 ,,,,,0.015 ,,,,0.001 ,0.045 ,,0.000 ,,0.000 ,0.033 ,0.028 
1133,,,,0.014 ,,0.005 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,,,0.002 ,,0.032 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.001 ,0.005 ,0.005 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.038 ,,0.002 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.024 ,,,,,,,,0.018 ,0.008 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.000 ,0.040 ,0.034 ,,,,0.006 ,0.014 ,,,,,,,,,,,,,,,,,,,,,
1138,,0.048 ,0.004 ,,,,,,0.043 ,,0.012 ,0.043 ,0.002 ,,,0.021 ,0.010 ,,,0.007 ,,0.048 ,,0.036 ,0.048 ,0.003 ,0.002 ,0.007 ,0.004 ,,0.039 ,0.002 ,,0.017 ,0.025 ,0.012 ,0.017 ,0.000 ,0.001 ,,0.010 ,0.040 ,0.018 ,0.017 ,0.019 ,0.001 ,0.034 ,0.016 ,,0.044 ,0.008 ,,,,,,,,,,,0.009 ,,0.036 ,,0.023 ,0.036 ,0.001 ,0.004 ,,,,,,,0.043 ,,,,,,,0.032 ,,,,,,0.009 ,,,,,,,0.005 ,,0.009 ,,,,,,,
1139,,,,,,,,,,,,,,,,0.047 ,,,,,,,,,,0.027 ,0.021 ,0.013 ,0.033 ,0.013 ,0.028 ,0.016 ,0.022 ,0.019 ,0.018 ,0.018 ,0.025 ,0.003 ,0.005 ,0.033 ,0.008 ,0.023 ,,0.040 ,,,,,,,,,,,,,,,,,,,,0.036 ,0.031 ,0.035 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1140,,,,,,,,,,,,,,0.010 ,,0.002 ,,,,,0.047 ,,,0.018 ,,,0.002 ,0.002 ,,,,,0.011 ,,0.049 ,,,,0.005 ,0.033 ,0.019 ,0.025 ,,0.040 ,0.045 ,0.016 ,0.001 ,0.004 ,0.011 ,,,,,,,,,,,0.004 ,,,,,,,,,0.002 ,,,,,,,,0.033 ,,,,,,,0.017 ,,,0.002 ,0.013 ,,,,0.037 ,,,,0.007 ,0.036 ,,,,,0.001 ,,0.002 ,0.005 
1150,,0.016 ,,,,,0.006 ,0.002 ,0.001 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,,,,,,,,,,,,0.011 ,0.001 ,,0.048 ,0.014 ,,,,,0.033 ,,0.020 ,0.003 ,0.001 ,,,,,,0.023 ,0.013 ,0.023 ,0.009 ,0.001 ,0.000 ,,,0.002 ,0.027 ,0.016 ,0.014 ,0.016 ,0.012 ,0.001 ,0.000 ,,0.001 ,0.003 ,0.001 ,0.001 ,0.001 ,0.000 ,0.000 ,0.000 ,0.027 ,,,,,,0.012 ,0.001 ,,,,,,0.043 ,0.017 ,,,,0.023 ,0.006 ,0.006 ,,,,,,,,,,,,,,,
1160,,0.003 ,0.010 ,,0.002 ,,,,0.006 ,0.003 ,0.036 ,,,,0.027 ,0.018 ,,0.001 ,,,,,0.047 ,0.033 ,,,,0.000 ,0.006 ,0.000 ,0.000 ,0.047 ,0.004 ,0.009 ,,0.001 ,0.007 ,0.000 ,0.001 ,,,0.006 ,0.001 ,0.002 ,0.000 ,0.000 ,,,0.002 ,0.002 ,,,0.012 ,,0.017 ,0.009 ,,,,,0.004 ,0.000 ,0.000 ,0.000 ,0.000 ,,0.015 ,0.000 ,0.000 ,0.023 ,0.010 ,0.000 ,0.000 ,,,,,,,,0.002 ,0.045 ,0.042 ,,0.016 ,0.006 ,0.008 ,,,,0.025 ,0.001 ,0.016 ,0.003 ,0.008 ,0.001 ,0.010 ,0.001 ,0.002 ,,0.007 ,0.005 ,,,
1169,,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,,0.001 ,0.004 ,,0.000 ,0.000 ,0.000 ,0.001 ,0.000 ,0.001 ,0.000 ,0.000 ,0.000 ,0.015 ,0.000 ,0.019 ,,0.000 ,0.000 ,0.000 ,0.000 ,0.012 ,,0.037 ,,0.000 ,,0.002 ,0.039 ,0.001 ,0.011 ,,,,,0.000 ,0.000 ,,0.006 ,,0.000 ,0.001 ,0.000 ,,,,0.000 ,,0.017 ,0.044 ,0.000 ,0.000 ,0.001 ,0.024 ,0.028 ,0.000 ,,,,0.000 ,0.000 ,0.001 ,0.010 ,0.000 ,,0.000 ,0.033 ,0.000 ,0.005 ,,,0.000 ,0.000 ,0.007 ,0.000 ,0.000 ,0.000 ,0.000 ,0.013 ,,0.001 ,0.010 ,0.029 ,,,0.000 ,0.000 ,0.000 ,0.013 ,0.001 ,0.007 ,0.001 ,0.011 ,0.004 ,0.000 ,0.004 ,0.003 ,,
